threshold,tp,fp,fn,precision,recall,f1
0.9696394801,653,524,178,0.5548003398,0.7858002407,0.6503984064
0.9696261287,653,525,178,0.5543293718,0.7858002407,0.6500746640
0.9695906043,653,526,178,0.5538592027,0.7858002407,0.6497512438
0.9695876837,653,527,178,0.5533898305,0.7858002407,0.6494281452
0.9695841074,653,528,178,0.5529212532,0.7858002407,0.6491053678
0.9695534110,653,529,178,0.5524534687,0.7858002407,0.6487829111
0.9694688916,654,529,177,0.5528317836,0.7870036101,0.6494538232
0.9694059491,655,529,176,0.5532094595,0.7882069795,0.6501240695
0.9693979025,656,529,175,0.5535864979,0.7894103490,0.6507936508
0.9692714214,656,530,175,0.5531197302,0.7894103490,0.6504709965
0.9692686200,656,531,175,0.5526537489,0.7894103490,0.6501486620
0.9692049026,656,532,175,0.5521885522,0.7894103490,0.6498266469
0.9691902399,657,532,174,0.5525651808,0.7906137184,0.6504950495
0.9691325426,658,532,173,0.5529411765,0.7918170878,0.6511627907
